text,tweets_transform,polarity
@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the Trek Movie Premiere. Sod!,benson hubby  reason  think  important good spot red carpet Trek Movie Premiere  Sod,0.3666666666666667
@Jeffree_Star Jeffree! How do you keep your hair one color? My PERMANENT dye fades within the week ,Star Jeffree keep hair one color  PERMANENT dye fade within week,0.0
@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. ,Thanks lot  Learned lot new word  find looking ,0.16818181818181818
Wish I had all the XBLM downloads all on the gamertag 'Hitokyri'. This 5 gamertag thing is nonsense... and I'm tired of it ,Wish XBLM downloads gamertag  Hitokyri   5 gamertag thing nonsense   tired,-0.4
New Testament Test at 9:30 am   ,New Testament Test 9  30,0.13636363636363635
@ScoutBuck tons no hay Troll? ahhhh ,ton hay Troll  ahhhh,0.0
stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! ,stupid movie watched  mirror ugggggh  stooopeeed rip,-0.7999999999999999
last one!!! but still not done!!! ,last one still done,0.0
homework.... ,homework  ,0.0
I don't understand why things get taken away. I didn't have enough time with him its unfair. I want him back!! He was like my baby , understand thing get taken away   enough time unfair  want back like baby,-0.16666666666666666
Scratch that: du in heif (two in a half) cookies. My tum just can't take anymore shoog. Poots ,Scratch  du heif  two half  cooky  tum  take anymore shoog  Poots,-0.16666666666666666
@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?,listening sweet first time forever miss much go chi town visit plz ,0.26666666666666666
@Sara_Kate Im afraid too  ( ur reply about uni from ages ago,Kate Im afraid  ur reply uni age ago,-0.6
feeling down ,feeling,0.0
@CarVin1 lol they are some emotional ass men!! Omg all this late night eating.. Both of us are broke ,lol emotional as men Omg late night eating   u broke,0.16666666666666666
 wonder if Jon lost the net,wonder Jon lost net,0.0
Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML,Wow  depressing thing world losing video  created matter second  FML,-0.16666666666666666
@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock ,say stock,0.0
@Poohpot lmao im sorry poohpot i ate it all! ,lmao im sorry poohpot ate,0.04999999999999999
Any chance  Softbelly (for @MTUB) isn't loud? ,chance Softbelly    loud ,0.1
Time to move my posterior  and lose some fat. My articulation are creaking so no more running  but Iï¿½m drool for some swimming,Time move posterior lose fat  articulation creaking running Iï ½m drool swimming,0.0
listening to nathan cry.... ,listening nathan cry  ,0.0
today sucked. I'm gonna die without chris and callum!  wahhh!,today sucked   gonna die without chris callum wahhh,0.0
@ohsbrat30...I'm sorry. I'm feeling kinda yucky myself. 5am is going to come too quick ,  sorry   feeling kinda yucky  5am going come quick,-0.08333333333333334
is in love with scrappy and is missin him already ,love scrappy missin already,0.5
wants to hear @seblefebvre 's song but myspace is messing with me ,want hear  song myspace messing,0.0
Bad news was Dad has cancer and is dying   Good news new business started and  I am now a life coach practising holistic weight management,Bad news Dad cancer dying Good news new business started life coach practising holistic weight management,0.04545454545454549
@duchess_rebecca Man... intervention is soo sad ,rebecca Man  intervention soo sad,-0.5
HELP! I need a new boyfriend... I'm stuck in a rut ,HELP need new boyfriend   stuck rut,0.13636363636363635
I feel like a complete idiot. I'm the only one who doesn't get how this shit works  help me ,feel like complete idiot   one  get shit work help,-0.30000000000000004
Saw an ad on Craigslist for a casting call for a female host on G4. I was totally psyched! But realized it was a hoax ,Saw ad Craigslist casting call female host G4  totally psyched realized hoax,0.0
Pepperoni rolls in L.A.?: I called Valentino's - they said that they had sausage rolls but no pepperoni rolls  http://tinyurl.com/cec5ka,Pepperoni roll LA   called Valentino  said sausage roll pepperoni roll,0.0
i want the new GG episode already ,want new GG episode already,0.13636363636363635
I miss watching Rocko's Modern Life. ,miss watching Rocko  Modern Life ,0.2
RIP Sandra....its so sad    how can someone do something like that??,RIP Sandra   sad someone something like  ,-0.5
Keeping my fingers crossed for my buddy    He is not feeling well.,Keeping finger crossed buddy feeling well ,0.0
Wait should I eat?? Or be skinny for vegas!! I'm hungry! ,Wait eat   skinny vega  hungry,0.0
Sitting here wondering why &quotED&quot still has such a strong hold on me ,Sitting wondering quotED quot still strong hold,0.4333333333333333
@bananaface IM SORRY I GOT YOU SICK.  lol. going to bed too. NIGHT!,IM SORRY GOT SICK  lol  going bed  NIGHT,-0.13809523809523813
@Steve_Buscemi the weather in Canada is freezing ,Buscemi weather Canada freezing,0.0
twiggassssssss I been out of range all day  I'm back now and hopefully for good.,twiggassssssss range day  back hopefully good ,0.35
@danadearmond ,,
anyone who reads this pray for my Grandma. She's in pain ,anyone read pray Grandma   pain,0.0
"#3 woke up and was having an accident - &quotIt's pushing, it's pushing!&quot he was crying because he couldn't stop from wetting his pants.  ",3 woke accident quotIt  pushing   pushing quot cry  stop wetting pant ,0.0
@johnnybeane hey! you just changed your default. ,hey changed default ,0.0
Finally gave in and was bored enough to start this thing. I think the 140 is going to be a problem for me tho.  its like a myspace status.,Finally gave bored enough start thing  think 140 going problem tho  like myspace status ,-0.16666666666666666
buttload of homework! ,buttload homework,0.0
needs another copy of visual studio 2008 ,need another copy visual studio 2008,0.0
omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,omg  economics test  dont know thing know omg im gonna fail,-0.5
@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,KNOW really surprised since everyone recommends youtube  call tomorrow figure ,0.1
Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..,Waiting airport ride get harassed 2 men trying sell ugly hat    want sleep  ,-0.7
i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,left IDs location go bar FUCKKKKKKKKKKKKK,0.0
@celycarmo i'm sorry I don't understand your last comment , sorry  understand last comment,-0.25
@OfficialRandL when is the announcement? i stayed up late last night ,announcement  stayed late last night,-0.15
ITS NOT ENOUGH TO SAY THAT IMISS U ,ENOUGH SAY IMISS U,0.0
This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,trolley packed like sardine Padre game REMOVE car  Good call MTS,0.14999999999999997
@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,happened saturday night  along glittery green lighter,-0.2
trying to reduce the number of cigarettes in each day! ,trying reduce number cigarette day,0.0
yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,yea quiet around cuz everyone work im bored death nobody talk,-0.25
gotta do my cooking assignment  its too hard,gotta cooking assignment hard,-0.2916666666666667
@mamasvan lol - nope! but i did have complete #camerafail ,lol nope complete camerafail,0.45
@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!, useless  sleep  fair want fun well,0.16666666666666666
My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,Pookie UTI  Nurse Gabbie get back 100 soda,0.0
@jillianfish tweet something damn it!  and hang out with me please? ,tweet something damn hang please ,0.0
@anistorm ,,
"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp ate d mocha",tilnoon  one left got tempted ate soon got home chocolate velvet amp ate mocha,0.0
Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,stressing blackberry keep flashing red alert status reason faking hate,-0.4
http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,wanna wear Doc Martens  worn since December ,0.0
When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,shoe repair shop guy could find shoe go back see find couple day ,0.0
@B_Barnett I did not really see that coming ,Barnett really see coming,0.2
it'll take 3 days for my sister to get her passport , take 3 day sister get passport,0.0
@nicolerichie OH MY YES!! i miss ,OH YES miss,0.0
Uh oh... I think I am getting sick ,Uh oh  think getting sick,-0.7142857142857143
Good GOD they ruined my belly button!!!  ,Good GOD ruined belly button,0.7
Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,Watching Framed Roger Rabbit  Makes miss Toon Town ,0.0
running nose + spinning head = not a good combination for a meeting! ,running nose spinning head  good combination meeting,0.7
@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,NEGATIVE   lost vote confidence,-0.3
Nasty budget due and my iphone is being sent to Apple today. ,Nasty budget due iphone sent Apple today ,-0.5625
@Sofii_Noel thatï¿½s bad ,Noel thatï ½s bad,-0.6999999999999998
I'm so upset that I missed my chat and quiz online because my free internet has ceased , upset missed chat quiz online free internet ceased,0.4
can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! , believe  disbelief way really  much take people always get hurt others,0.2
Car show season has started without me ,Car show season started without,0.0
my throat is raw. ,throat raw ,-0.23076923076923078
@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real, get  person mind could even ish like    prayer fam real,0.2
@frago I hate you. I didn't need to see that. I need to call my therapist now. ,hate   need see  need call therapist ,-0.8
Twilight didn't come yesterday  fingers crossed for today,Twilight  come yesterday finger crossed today,0.0
@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,glad able help feel better  hate see sick Love,0.08095238095238094
is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,tireddddddd  want sleep assignment finish exam tomorrow study,0.0
omg..its jst teusday ,omg   jst teusday,0.0
@ddlovato @David_Henrie ummmmm i cant find it. ,Henrie ummmmm cant find ,0.0
Just heard that they found Sandra Cantu... She was only 8 yrs old ,heard found Sandra Cantu  8 yr old,0.1
@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,Ive forgotten snoosnoo wonder snoosnoo ever meet ,0.0
@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,wow last tweet made seem like giant sexist  sorry,-0.1
"My bathtub drain is fired: it haz 1 job 2 do, &amp it iz FAIL. I got all Drano on its ass, &amp iz STILL NOT DRAINING. I wanna shower, dangit!! ",bathtub drain fired  haz 1 job 2  amp iz FAIL  got Drano as  amp iz STILL DRAINING  wanna shower  dangit,-0.5
stuck at home ,stuck home,0.0
@nomadicmatt mine is 1/10  how do you get it up?,mine 1 10 get ,0.0
Duckling in famous children's book stolen from Boston's Public Garden - The Boston Globe http://tinyurl.com/dc2htx via @ShareThis OH NO!! ,Duckling famous child  book stolen Boston  Public Garden Boston Globe via OH,0.25
MORNING!!! Good im bloody knackered!!! Work is not for me today  HELPPP!!!! xxx,MORNING Good im bloody knackered Work today HELPPP xxx,-0.050000000000000044
@jeffreecuntstar  I don't have a garage.  But you can park in my driveway!, garage  park driveway,0.0
@lauredhel  What happened?,happened ,0.0
"&quotOn popular music&quot by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue ",quotOn popular music quot TW Adorno probably difficult reading ever prescribed   actually struggling continue,0.033333333333333326
@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. ,armstrong pity YouTube currently blocked China   see vids ,-0.05
@margaretcho what happened to your show it was the hightlight of my life ,happened show hightlight life,0.0
This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,best leather sofa world  office though mean  still working,0.34375
Still 3 more days until my Internet gets uncapped ,Still 3 day Internet get uncapped,0.0
i Love my atekinzz so much. &amp&amp i soo miss her.. ,Love atekinzz much  amp amp soo miss  ,0.35
I wanna sneak into the zoo and play with the kitties ,wanna sneak zoo play kitty,0.0
@lolitariot oh no  hope you're not getting sick too!,oh hope  getting sick,-0.7142857142857143
@alejandralei i dont think i can cause its my cousins birthday party ,dont think cause cousin birthday party,0.0
the angel is going to miss the athlete this weekend ,angel going miss athlete weekend,0.0
trust is hard ,trust hard,-0.2916666666666667
have watched that considering today. yaknow. shawnna tomomorrowi need my bestfriend ,watched considering today  yaknow  shawnna tomomorrowi need bestfriend,0.0
Grr i want to keep reading but if i do i wont have anything left to read ,Grr want keep reading wont anything left read,-0.35
@RumLover No! u supposed to be my date ,u supposed date,0.0
"pears &amp Brie, bottle of Cabernet, and &quotWin a Date With Tad Hamilton&quot... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",pear amp Brie  bottle Cabernet  quotWin Date Tad Hamilton quot  oh gawwd life flashed forward  40 75 cat,0.0
Crap. I need more dresses too. ,Crap  need dress ,-0.8
@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,yeah know horrible ugh  saddening ,-1.0
@Brodhe geez ur no fun are you ,geez ur fun,0.3
I wanna be in a punk rock band again ,wanna punk rock band,0.0
@jyesmith That's a lot of angst for a Tuesday afternoon , lot angst Tuesday afternoon,0.0
I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!, glad Britney  crazy anymore one hell show  sad   Next  AP Cook County,-0.15
has a huuuge headache! omg I feel like crap! ,huuuge headache omg feel like crap,-0.8
@Anistorm Sorry ,Sorry,-0.5
I LOVE @Health4UandPets u guys r the best!! ,LOVE u guy r best,0.75
im meeting up with one of my besties tonight! Cant wait!!  - GIRL TALK!!,im meeting one besties tonight Cant wait GIRL TALK,0.0
@LovesBrooklyn2 he has that effect on everyone ,effect everyone,0.0
@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!,tell burst laughing really loud Thanks making come sulk,0.15000000000000002
@r_keith_hill Thans for your response. Ihad already find this answer ,keithhill Thans response  Ihad already find answer,0.0
@e4VoIP I RESPONDED  Stupid cat is helping me type. Forgive errors ,RESPONDED Stupid cat helping type  Forgive error,-0.7999999999999999
crazy day of school. there for 10 hours straiiight. about to watch the hills. @spencerpratt told me too! ha. happy birthday JB! ,crazy day school  10 hour straiiight  watch hill  told ha  happy birthday JB,0.10000000000000003
@naughtyhaughty HOW DID I FORGET ABOUT TWO AND A HALF MEN?!?!? I LOVE THAT SHOW!!! ,FORGET TWO HALF MEN    LOVE SHOW,0.16666666666666669
@LutheranLucciol Make sure you DM me if you post a link to that video! &ltLOL&gtSo I don't miss it   Better get permission and blessing first?,Make sure DM post link video ltLOL gtSo  miss Better get permission blessing first ,0.4166666666666667
Just added tweetie to my new iPhone ,added tweetie new iPhone,0.13636363636363635
@michellardi i really don't know. i think its Globe!  yeah! sana gumaling na ko para alam ko na din kung makakasama ako! ),really  know  think Globe yeah sana gumaling na ko para alam ko na din kung makakasama ako ,0.2
@nicolerichie: your picture is very sweet , picture sweet,0.35
Didn't place in the Peeps contest but thanks for voting anyways. , place Peeps contest thanks voting anyways ,0.2
Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0,Going bed goodnight everyone sweet dream,0.35
@LittleLumen walking over to put the deposit down tomorrow ,walking put deposit tomorrow,0.0
@LordPov Are you meant to add on the back of that &quottwittering from a toilet cubicle somewhere&quot? ,meant add back quottwittering toilet cubicle somewhere quot ,-0.016666666666666666
Aw i'm holding my new puppy. Well He's not mine but He's a cutie. ,Aw  holding new puppy  Well  mine  cutie ,0.13636363636363635
@iJohn kitteh is sleepin on my crotch which proves she likes me more ,kitteh sleepin crotch prof like,0.0
@DramaBeats agreed ,agreed,0.0
reaching amritsar in an hour and (if i find a bus) should be at wagah border by 2pm  - http://bkite.com/06fuJ,reaching amritsar hour  find bus  wagah border 2pm,0.0
@ALBinLA.  I was just thinking about you tonight!  You have to let me be the first to interview you're a famous super star , thinking tonight let first interview  famous super star,0.3611111111111111
happy to spend time with the family. ,happy spend time family ,0.8
finally going to bed!  so tired. Was gonna watch The Hills but didnt =/,finally going bed tired  gonna watch Hills didnt ,-0.2
so effing tired of my throat hurting.... ooooohh... i just got a crazy craving for a pina colada/banana slushie!!!! ,effing tired throat hurting   ooooohh  got crazy craving pina colada banana slushie,-0.5
@deon upload di indowebster dong banggggg ,upload di indowebster dong banggggg,0.0
@wisdomous you're welcome. glad you enjoyed it. , welcome  glad enjoyed ,0.6
@hawaii808shellz hAhAHA!! omG! we wer bOth laughiN off d hOOk!  cuz das hOW we roLLL...ryt sheLdawg?,hAhAHA omG wer laughiN hOOk cuz da roLLL  ryt sheLdawg ,0.2
@SickWithThePen awww pookie feel better. I'll pray for you...and BAG the nurse up ,awww pookie feel better   pray  BAG nurse,0.45
YAY! found a new cuddle buddy ,YAY found new cuddle buddy,0.13636363636363635
I think I met my first &quotsnob&quot on twitter tonight. Too bad. Life goes on! ,think met first quotsnob quot twitter tonight  bad  Life go,-0.22499999999999992
Across the Universe. Sleep. Rehearsal tomorrow. ,Across Universe  Sleep  Rehearsal tomorrow ,0.0
having a long conversation with mom on phone ,long conversation mom phone,-0.05
@suitelifeofkell yayyy! lol. i just requested herrr. what did she say? ,yayyy lol  requested herrr  say ,0.8
Practicing lines/mannerisms/voices for upcoming feature shoot.  Probably driving Brock crazy.  ,Practicing line mannerism voice upcoming feature shoot  Probably driving Brock crazy ,-0.6
Going to go and read new moon for the 3rd time  I cant get enough of twilight series ,Going go read new moon 3rd time cant get enough twilight series,0.04545454545454545
today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!,today two month anniversary love sooooooo much Diana  omg dont even know TAR HEELS NCAA WOOT,0.35
I am bored ,bored,-0.5
@stevecla it is a wallpaper with Red Square I was asking for ,wallpaper Red Square asking,0.0
@r_keith_hill Thanks for your response. Ihad already find this answer ,keithhill Thanks response  Ihad already find answer,0.2
@Pope_Mello Well yeah! I only noticed cuz i'm BB too. ,Mello Well yeah noticed cuz  BB ,0.0
Just tryna get inspired thats all ,tryna get inspired thats,0.0
@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. , get early enough Night workout much better ,0.19999999999999998
"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quotVivian&quot by Nerf Herder, when Faith met Spike in Buffy's body. ",got bunch Buffy song One faves quotVivian quot Nerf Herder  Faith met Spike Buffy  body ,0.0
#Devunity Wallpaper  Check this out !   --&gt    http://twitpic.com/2y2e2,Devunity Wallpaper Check gt,0.0
   uploading pictures on friendster ,uploading picture friendster,0.0
@ash_CT Aw dont you love that  I love for those days! Thanks about the pic #¿NOMBRE?,CT Aw dont love love day Thanks pic NOMBRE ,0.39999999999999997
noodlebox with amanda tonight ,noodlebox amanda tonight,0.0
@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol,serious singing like   whoa hehe lsd maybe  j k lolol,0.23333333333333336
loving life... and loving you ,loving life  loving,0.6
@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] ,love Sicilians best damn pizza planet  say ,0.75
loves chocolate milk  and that is GF YEAH..,love chocolate milk GF YEAH  ,0.5
Going to Sutter Creek tomorrow to tour an old Mine ,Going Sutter Creek tomorrow tour old Mine,0.1
@paula_paige3489 so apart from the sore... how was the tryouts? ,paige3489 apart sore  tryout ,0.0
failed physics TEST... what a homo. keeen for the holidays (2 days to go) ,failed physic TEST  homo  keeen holiday  2 day go ,-0.5
@leiabox so what can you tell us about it? I'm totally geeking out right now ,tell u   totally geeking right,0.14285714285714285
@Rebecca1158 goodnight. ,goodnight ,0.0
My brother is sick too lol. Quite weird ,brother sick lol  Quite weird,-0.13809523809523808
@drdrew *gives a hug and a cookie* Hope you feel better! ,give hug cookie Hope feel better,0.5
@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs)),Hey Jon  real hope take care   want get rundown    Hugs  ,0.2
had a good tech meeting at clubZone - dinner was sushi ,good tech meeting clubZone dinner sushi,0.7
@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! ,Thanks hook suggesting bro rock,0.2
@jeffswarens depends on which version they thought you  the one I know doesn't go like that ),depends version thought one know  go like ,0.0
@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much ,hand still pretty weak cant like punch anyone yet turn knob doesnt hurt much,0.025000000000000005
@Honey3223 Lurkers now that was interesting ,Lurkers interesting,0.5
@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote ,mine B North  Still need decide  aaru hithavaru ninage ee moovaroLage  vote,0.0
@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in,um bought shit Koreans OACH highest quality baby paid extra 3  50 2 get real tag sewed,0.0
eating ice-cream with chocolate topping ,eating icecream chocolate topping,0.0
@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!,telling   finished 200 crunch step Diddy LETS GO,0.0
@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about ,yvonne daaang  know possible talk long  guy talk,-0.025
@LaurUy West.  Mostly San Jose and San Francisco.,West  Mostly San Jose San Francisco ,0.5
@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!,would love come help unpack Let know need Sat afternoon,0.5
shenagians!  my team is awesome&lt3,shenagians team awesome lt3,1.0
listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back ,listening music chilling    probably regret getting work done  till  gonna kick back,-0.25
I am doing a study of Think &amp Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! ,study Think amp Grow Rich Wow  amazing timeless law attraction  6 step program,0.3583333333333334
@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! ,Oh good  glad  feeling better  really good  crazy week though  good way,0.4166666666666667
21 Days till chris comes home and 67 days till summer ,21 Days till chris come home 67 day till summer,0.0
@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. ,first one tell tweet drinking LOL ,0.525
@its_anne Kay thanks. ,anne Kay thanks ,0.2
Goodnight ,Goodnight,0.0
I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? ,determined get back baseball  5 year since  really watched sport  Anyone interested going game ,0.012499999999999997
@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me ,ur home  ohhh nkow lexington ky rite next,0.0
Just seen the preview for the movie &quotObsessed&quot w/ Beyonce. Wow one crazy broad in that movie &amp Beyonce seems to go nuts in it too! ,seen preview movie quotObsessed quot w Beyonce  Wow one crazy broad movie amp Beyonce seems go nut,-0.14583333333333334
Easy Rider till I fall asleep ,Easy Rider till fall asleep,0.43333333333333335
@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home ,two   know people survive winter without jungle gym home,0.0
@jaredleto Just started to work. But it's the last one before holidayholiday!! ,started work   last one holidayholiday,0.0
Watchin Greek then off to Knighty Knight!! ,Watchin Greek Knighty Knight,0.0
i am working on my media room design and i love love love my client profile ,working medium room design love love love client profile,0.5
@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now ,pretty lame   hahaha yay get stalk sexy as,0.1125
Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!,Another good day nitey nite everyone First day school tomorrow Ahh  kinda nervous yet excited  til tomorrow,0.44166666666666665
thinking and planning ,thinking planning,0.0
@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843,listening morning,0.0
@UrbanThai  and you have me to thank for that ,thank,0.0
@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! ,GOING GETTING NM UPDATES TIME AROUND   really screaming  wondering  Thanks,0.2
@suitelifeofkell that's freakin' cooool   i love twitter .haha, freakin  cooool love twitter  haha,0.35
@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. ,maybe   nothing wrong caring  try care much ,-0.15
why does Brissa not even know she has a twitter? -Lauren ,Brissa even know twitter  Lauren,0.0
@jbrotherlove I thought it was a great love story ,thought great love story,0.65
@amandahesser thanks!  i couldn't have done it without you  ,thanks  done without,0.2
"wow that was neat, thanks God! OVERITNOW&lt3  i apologize for sharing my spiritual moment with the general public of Twitter ",wow neat  thanks God OVERITNOW lt3 apologize sharing spiritual moment general public Twitter,0.07000000000000002
... 31 days until I leave for Ontario!! , 31 day leave Ontario,0.0
Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! ,spoke fam Japan via Skype Love see little 16moold nephew growing,0.15625
@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser ,ahh saw  written tell someone spoken  suck mcfly got haha loser,0.2
@KaciMaureen holy laundry woman! ,holy laundry woman,0.0
@markhoppus lol youï¿½re so fucking funny ,lol youï ½re fucking funny,0.525
@nikhilnarayanan saw the tvc yesterday.. worked for me ,saw tvc yesterday   worked,0.0
Jon could totally say Mannies and Peddies and I would shut my fat face about it.  ,Jon could totally say Mannies Peddies would shut fat face ,0.0
A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. ,friend feel like beer Monday night   never good  beer always good  Always ,0.175
"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp vibrant @ night for some reason...but I need 2 sleep too ",hmm   agree entirely creative amp vibrant  night reason  need 2 sleep,0.3333333333333333
@izzakizza nada just tryna holla holla.   hows the mixtape coming up?,nada tryna holla holla  hows mixtape coming ,0.0
@aussie_ali  yep it makes it so much easier to get points across in 140 ,ali yep make much easier get point across 140,0.2
http://twitpic.com/2y2jf - my cupcakes ,cupcake,0.0
@mynameisgerard haha! i'm not saying u should try it.. but maybe u should ,haha  saying u try   maybe u,0.2
@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits ,ate raw cookie dough tub bed  must kindred spirit,-0.23076923076923078
@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time ,use Tweetdeck update facebook twitter time,0.0
@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  ,k   try figure   gonna go bed  night night,0.0
amazing night with llama and malcolm and megan&lt---fuck the theatre! ,amazing night llama malcolm megan lt fuck theatre,0.10000000000000003
@kayotae Just had a martini myself. ,martini ,0.0
city all day soo happy to be home. school in the morning ,city day soo happy home  school morning,0.8
My spring break= watching moviess all day everyday for a week ,spring break  watching movie day everyday week,-0.2
@PushPlayNICK &quotGrandpa wants an ice chest and some beef.&quot  George Lopez rulesss!,quotGrandpa want ice chest beef  quot George Lopez rule,0.0
@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! ,thank Katie heading club speak stellar night well  take easy homey,0.3416666666666667
"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp Mary  My fav, def.",flower gone  Peter Paul amp Mary fav  def ,0.0
shhhhhhhhhh....time to watch the Hills. ,shhhhhhhhhh   time watch Hills ,0.0
@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  ,Oh real Jon r excited u guy came back 4 u  appreciate put,0.19166666666666665
@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' ,Thank home pretty much everywhere  Provided broadband  kiddin ,0.225
Callin it a night! I always have the best sleep after a good workout!! ,Callin night always best sleep good workout,0.85
@Infinitarchitek Feels pretty good doesn't it? ,Feels pretty good  ,0.475
@stee322 but you did go to hash bash anyway.. ,go hash bash anyway  ,0.0
@ninasplayground I agree.  My kids got &quotWho am I&quot 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV,agree  kid got quotWho quot 4 Christmas   bn fun caught 4 yrold cheating looking reflection TV,0.3
My hair is blue. ,hair blue ,0.0
@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night ,bowser Thank kind word appreciate  great night,0.7
stressing over this math test...uhhh....2 days till spring break!!!! ,stressing math test  uhhh   2 day till spring break,0.0
@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN ,WHATCHA CHUCKLIN BOUT MS  YEN,0.0
@ijustine the gym is an awesome place! work it out ,gym awesome place work,1.0
@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then ,hmmm think need get climbing hill    really sining,0.2
Just won 20$ on unc game ,20 unc game,-0.4
